Reviews,Labels
shera ekti,1
shera headphone,1
tar shobdo er man valo,1
shobdo er man ei muller jonno jotheshtho valo,1
ei mullo point thele sreshtho,1
shonkichu valo chilo,1
shompurno rupe shontushto,1
khub valo ponno ebong valo sheba,1
eta amar jonno valo oviggota chilo,1
shobkichu thik ache,1
khub shundor configuration,1
ekhono porjonto kono somossha nei,1
ei budget e shera phone,1
khub valo phone,1
sosta daame valo mobile,1
soshta daame chomotkar ponno,1
ponno er maan valo chilo,1
ponno er man ucchotor,1
dekhte jotheshtho shundor,1
eti ekti ashchorjo ponno,1
ami valo daamer moddhe ashol ponno peyechilam,1
ami eta valobashi,1
amake hotash koreni,1
eta budgete valo,1
sondeho charai sera bluetooth portable speaker,1
shonbkichu thikache,1
ei mullo porishore ekti valo maner speaker,1
valo maner ebong druto delivary,1
ei ponno besh valo,1
chomotkar ponno,1
ei ponner gunman valo,1
earphone chomotkar,1
sound super,1
ami eta babohar kore khub khushi,1
amar babohrito shera headphone,1
jbl ekti bissho bikkhato brand,1
"khub valo,uccho ebong porishkar shobdo",1
poridhane aramdayok ebong tanle chare,1
pikaboo theke chomotkar sheba,1
"obisshassho khad,chomotkar shocchota",1
shudhu wow,1
ponno bastob chilo,1
ponno ashol chilo,1
design khub aromborpurno ebong notunkichu chilo,1
eta khub sushomo ebong aramdayok,1
"shobdo valo,shob nikhut chilo",1
"khub shitol packaging,khub sthitishil songjog",1
ei budgete prothom shrenir ponno,1
ei budgete ekti chomotkar earphone,1
amar shopner headphone,1
ucchomaner headphone,1
shobcheye sashroyee maner bluetooth,1
ami kormokkhomota shomporke shontushto,1
shotti atongkito o impressed,1
ami shudhu mugdho,1
pikaboo tader maner porisheba ebong druto delivaryr jonno priyo online khetab peyeche,1
eti ekti jonopriyo ponno,1
protisthapon garrunttee ache,1
replacement garrunttee ache,1
chomotkar maner shobdo,1
good delivary bisshosto site,1
kom budget valo maner ponno,1
kom daame shera,1
valo mullo valo maner,1
khub shiundor headphone,1
avutopurno ponno,1
mathanoshto jinis,1
khub aramdayok,1
definately recommanded,1
somosshahin oshadharon headphone,1
khub valo,1
onishponno ponno,1
eti ekti shotti chomotkar ponno,1
soshta daame valo earphone,1
eei muller moddhe shera,1
chailam blue dilo black! onekbar bolar poro black color dilo. Product hishebe valo ache but seller response nia satisfied na,0
jinis gula eto valo j headphone akta baje ekta baje na 2 ta headphone paisi 2tai ak obosta akta baje ar arakta baje na pecket tao chira valo lage nai,0
ekta te ektu prblm ase ekta kan a baje R ektai baje na,0
vai apnara to commitment rakhlen na abaro black color ta dichhe bolechhilen blue ta diben ai vabe dhandami na kore ki hoye na,0
Seller amk damaged product diyeche eitar C port ta nosto ebong phone er sathe connect hoy na,0
product ta proti but aktu low legec quality ta,0
order korllam uisii hm13 but pailam uisii hm12 ar Karon ki ami retent sai,0
mutamuti valo but gaming er jonno nicilam gaming experience tamonta hoy nai But music valo cole kintu ami nicilam GAMING ER jonno oitate tamon valo performance pai nai,0
get another brand product review valo dekhe order diyeo emon obostha jemon price er e product hok same ta deya uchit,0
"WRONG PRODUCT
Vul kore hole o Totally Unexpected",0
bhul product delivery o late,0
price r ektu kom hole Valo hoto taile amr lov hoto,0
chailam blue dilo black onekbar bolar poro black color dilo satisfied na,0
built quality dekhe mone hoy na bhai original product and sound quality tik nai r microphone er ei jaiga ta nost sound tik moto up down hocche na mone hocche damaged,0
amr tar sathe extra eartips dey nai dukkhojonok,0
sound quality adom baje,0
ahamori kichu nah,0
bass tah arektu beshi hole valo hoito,0
packaging etto joghonno,0
quality khubi kharap,0
bass tah onek kom,0
ete jack er somossa ache,0
packaging aro valo kora dorkar chilo,0
beat kom,0
nosto jinish pathiyeche,0
satisfied nah,0
kaaj kore nah shudhu takar opochoy,0
ami shontushto noi,0
ar khub e baje quality,0
earphone ta chira,0
khub kharap laglo,0
jaal ponno shompurno copy,0
nosto shosta jinish,0
khub ekta valo nah,0
tamon kono valo product dey nai,0
product er kono QR code nei,0
kotha bola jaina,0
chaici ek colour kintu dise onno colour,0
gaan shunle der ghontao zay nah,0
late paisi,0
tar chute gese,0
naam onujayi maan eto valo nah,0
delivery te onek somoy legeche,0
ek mash o tike nai,0
packaging aro valo korte hobe,0
authenticity check korar jonnee je QR code disee oita kaj koree nai,0
neck band kaaj korche nah,0
ami protarito hoyechi,0
ponno ti ashol noy,0
cable ti chera chilo,0
build quality valo nah baje packaging,0
QR code e kono information paoya zay nai,0
otirikto noise,0
quality 100% kharap,0
temo akta valo na tobe arektu valo korle valo hoto,0
eta ashol headphone na,0
kom sound,0
nokol ponno maan o khub kharap,0
QR code scanner korlam but kisu asce nah kon model ba kamon ki kisu asce nah,0
daam onek beshi,0
Ottonto hotash,0
lal chailam kintu shobuj dilo.evabe hoy na ashole,0
packaging e arektu kheyal rakhle valo hoto,0
biggapon e vul diyechilo.daraz er theke esob kammo na,0
shobdo khub akta valo na,0
original na,0
"erokom faltu jinis kew niben na,protarok shob",0
delivary valo kintu packaging arektu valo hole valo hoto,0
akta mash o thik valo babohar korte parlam na,0
"headphone ta copy mone hoise amar kce.
Qr code nai card e",0
dekhte asol mone holew eta asole nokol jinis,0
sound hocchilo na.khule dekhi venge gese,0
khub e hotash holam.ager babohrito jinis dewa hoise,0
onek baje,0
warrtny claim kora jay na,0
ekta tin taka nise,0
mobile ta valo kotha shuna jay na.akebare baje,0
samner camera ta akebarei faltu,0
akdom faltu ar fata jinis er delivary peyechi,0
ghori order diye akta khap return pelam matro,0
chobite jei logo ta dekhano hoyeche seita product e nai,0
cover ta glass er bola holew plastic er jinis dise.abar display er kichutaw dheke jay,0
good product delevery khub fast but ektar white logo ta ana matroi uthe gese halka ghosay onno ta jmn dekhlam uthar moto naa,0
delivary er bepar ta ektu kheyal rakhben poroborti te,0
gammer der jonno akdom baje,0
daam onek beshi.olpo takar jinis onek beshi daam nicche.,0
kono documents dewa hoy nai.,0
Test korlam and motamoti bhalo ache but seller ke black casing dite bolar poro orange dilo which is messed up.,0
2nd time camera nilam vai upnadr thaka 1st product ta onk vlo .... but 2nd ta ke new camera dican,0
phone er daam ja tar theke beshi nilen abar likhtesen j char dicchen,0
sim tray khulche nah,0
"daraz fazlami kortese,rong,somoy kisui thik thak nai",0
shob pelam kintu documents nai,0
faltu seller,0
phone onek dhir,0
"jeta order diyechilam,seta ashe nai.khub e osontushto",0
onek kharap jinis.kew response o korche na.akebarei nite bolbo na,0
"apnara ato baje service kivabe korte paren!button kaaj kore na,back cover o baje.daraz er policy te poriborton dorkar",0
original na,0
rong ta thik thak nai,0
seller ki kheye kaaj kore! taka dilam duitar kintu pelam akta.esob kora motew uchit na,0
transparent color koi?amak kalo ronger ta dewa hoyeche,0
kintu amake kono cash memo day nai,0
data cable cilo na,0
arektu active vaabe delivary korun,0
jong pora moyla jinis peyechi.port dekhe mone hocche use kora aage.packaging o valo na,0
protector 2 tai peyechi.kintu amar phone e valo set hoy na.aj porjonto emon kono peotector pelam na jeta thik thak vabe boshe amar phone e,0
phone ta Ami aj nilam kintu 7 kaj korsena,0
"1 Dom valo nah Ami 1ta market theke inchilam oita atar theke onek valo and strong Ami r jiboneo Daraz theke kicu kinbo nah 
thik moto darai nah icce korchilo benge peli 
on line tthek Kew kicu kinle bebe cinte kinben",0
amake kono cashmemo dewa hoy nai kano?,0
Ekdom faltu noshto ekta mobile disen,0
PACKAGING KHARAP CHILO,0
"5 pice nici,kintu wipper 3 ta",0
cechra ekta seller.2 ta alada alada packet e dise.lov samlate pare nah,0
akebare vua jinis dise.,0
je phone order deyece seta paini akhon ki korbo,0
akdom baje jinis.valo na,0
seller er kothay ar kaaj e mil nai,0
amra dukkhito,0
somossawala jinis,0
jamon ta bola ache tamon na,0
"order korchi water proof mobile case, r dichen amake mobile stand ... ki baler service den apnara???😡😡😡😠😠😠😠",0
wipe dewar kotha 100 ta kintu dise 28 ta ar quality o tamon akta valo na,0
"ei phone dokan theke nile discount pawa jay,kintu daraz seita day nai",0
"Oti Dukkhar sathy janassi, phn ta kinlam Phn Box a kono brand striker lagano chilo na .and phn ter front camare akta chobi ami disi ai obosta akdom baje .2and hosse brightness khobi low ..
kono warranty card o nai box ar bitore .
ami seller kase onurod janassi kamne ki korben bebosta nen .",0
"jinis ta valo chilo,kintu packaging kharap chilo.parcel ta chire gaclo",0
1 ghontar moddhe noshto.offer er jinis er eei obostha,0
purai batpar ar dhandabaj seller.esob account band kore dewa uchit.daraz er esob bepar gulo dekha uchit.,0
"valoi, but jemon ta asa korechilam temon paini.",0
"paid korci 3 ta ducen 2 ta, alada clr caici seta to dure thak, quality o akdomi baje, ai prothom ato baze vabe thokalen,,",0
"2 ti order diyechilam 
Ektar Ek Pa Bhanga
Arektar Kuno Mobile Holder E Nai",0
packaging ta kharap cilo r product ta aktu purono mone holo...amr vari phn hold korte parce na...tobuo ai dame thik cilo jodi products ta purono na dewa hoito 😑,0
Prothom din thakai disturb. Waltan ponno r. kono din kinbona,0
jinis ta dekhte ak rokom ar asole arek rokom.erokom scam er theke biroto thakun,0
khub e baje ar chepta pin diyeche.,0
"phone thikthak ache, kintu kono cash memo, warrenty card daoa hoyni. warrenty card na thakle jodi phn nosto hoy tokhon ki korbe??",0
mobile ta khula hoise.... mobile peket upor boli ta chilo na ....... ata return jete pare..... selar a bisoy ta r o antorik hote hobe,0
delivary location e pai nai.,0
ki sob ulto palta service.akr=ta rong chailam ar dilo arekta rong,0
"packaging ta valo silo na.
As a result onek biscuit gura & vange gase..",0
badam gulo kisu noshto chhilo. ektu beche dile valo hoto. karon eto dam die kine noshto thakle kharap lage.,0
"Lobon (Monosodium Glutamate) er packet a pathano hoyeche 
beshi bhaag bhanga",0
package alada. pic a deoa kagozer box jemn temon na.,0
Really disappointed. I ordered curl chips and got another one. how can you send totally different chips! I have clearly mentioned curl chips. Because of this in this Corona pandemic I have to waste my time again returning this.,0
"ami 3 rokomer chips nisi combo. ai chips gula just air diye refill kora pack vitore chips dam.oday gese just air diye tight kora prottekta chips,aktao mochmocha na.aita asholei onk boro akta dhokabaji accept korar moto na.
about picture: bam pasher ta ami shop theke instant kinsi,pack tao boro r mochmocha.r dan pasher ta combo product. era jgulo sell hoy na sheta k air diye refill kore chalaytese.
strongly boltesi kao niyen dekhete better,review better but chips dam.not recommended.r ami obak darazmall tag kivabe pelo.karo e ki amn hoy ni?",0
"SHAREAT brand er fuchka deyar Kotha, but pathiye NOBLE brand er.
tar upor 3packet er moddhe 1packet chira. Packing a kono bubble wrapping kora hoy nai.",0
sob kichui thik ase.. but amr 5 peket chilo....ar peketing a ami onk ragannito chilam..vai amon korle ar kono din kinbona.....amr arek peket kmne diben,0
size onek chuto,0
biskit mojar chelo but amar aga keo basket unbox korca this is biskit o khica and biskit khub banga chelo overall valo na,0
"Quality of biscuits are so bad. When I am eating it, I feel something like sand.",0
Nut ta vhalo... But 1st jeta order korechi oita amar bkash theke taka kete niache but kono product pai ni...2nd ta cash on delivery pelam...ami jeta bkash a payment korlam oita akhono pai ni...amar 615 taka amake back din,0
Maximum Walnut vanga. ager bar valo chilo. eibar ekto beshi order korechi tai fazlami koreche. product motamoti cole tai 3 star dilam,0
corngular 80% poka khawa. Bahir theake nile fresh dekhe kinte partam othocho daraz a eshe apnara batpari suru korsen.Manush thokano business korar theake na kora vlo.,0
worse experience...3 packets were eaten by rat or something else,0
vanga silo,0
Amr theke dam besi nea hoyese.packet er gaye 50 tk likha ase.amr kase 54 tk rakha hoyese.,0
packages fata very disappointed,0
Shame on the seller and the service provider…I ordered 3 packets with prepayment delivery and all these packets had broken cookies. SHAME that you do filthy business with client’s hard earned money….SHAME,0
Product valo na.Expire date deya nai keno? Confusing..,0
Biscuit er taste ta valo but mone hocche jeno tokaya dise biscuit gula vai tk ditese eta apnara amake free te den nai j emon bhabe diben r apnader delivery boy der bolben parcel ektu shabdhane carry korte,0
"Order korlam 10 pcs, ar products pailam 9 pcs...
Ata thik holi na daraz...",0
"ekta packet khola ta dise
eto baje service dile abar keu order korbe?
send back dibo eta ekhon
badam artificial ar tel e vaja lage
very poor quality control lol",0
very bad packaging this time. I purchased the same items many times but did not receive like this much broken and damaged like this time.,0
onek pocha badam,0
Broken packet. i m not happy,0
chips er 2 packet e chera cilo. avabe customer er taka nosto na korlei paren. toilet cleaner leak hoe ber hoe chips gulo nosto hoe gece. packaging khub kharap.,0
somossa ke apnader. ami order korce 2ta amak pathano hoica akta abar tk neta 2tar tk e necan. tara tare amar arekta produced pathan,0
oneak dag vora..puraton puraton mone hoccee,0
"chobite maskara,Kajol, eyeliner dekhi ye che..but Ami paini..ar chobi te black pallet ta dekte shundor lagche.
.kintu Ami Peyechi..white fake akta pallet..",0
"khub baje
karo use kora Mone hocche
khub kharap lagtece 
r theke valo chilo fb page gola theke neoa",0
Vai Amn packaging kothaw dekhi nai,0
Very disappointing. This packet was blank. Nothing inside. Apnara taka niye blank packet diye den. R apnader contact number kothay,0
temon kajer na,0
brush gulo chto chto cilo.box ti ittu dhaba chilo.ati brush 2 tah asche.akti brush ittu nosto. ar boro puffed brush tih pai nih..seller keh ittu bhalo product deoyer onurodh roiloh ar parleh puffed brush tah gano day tur onrodh roiloh,0
"I order ZGTS Derma roller but they send me GTSROLLER,, it is not fair,, I am really shocked about this kinds of cheating",0
"ami order dilam 3 ta pay o korsi 3 ta kintu amake product dilo 2 ta mane ektar dey nai .khub kharap kaj eta manush er taka
mara. eta asha kori nai .amar vul hoise pick up point e dekhe neya uchit chilo.",0
ok.. not that good.. 1 month er besi time lagse..product pete.,0
"2 ta spray bottle ar shate 1 ta black heads remover tool order koresi kintu ata de nai... only 2 ta spray bottle dise review 
likar age kalk teke massage ducci replay dicce na.. ao shob 3rd class seller ra daraz nosto kortese daraz er shunam.. onek 
shopping kori daraz teke ara samanno 9 tkr jinis dit eparenai tahoel.advance payment korte to manush voy pabe 
shame manusher tk mere keye ki hoy apnader business korer shotottar shate ai shop ta totally faltu..
skhate order diye bul korlam.na ki.. oita dilona abr delivery dekacce",0
Dekhte onek qualityful mone hoy but tamon akta kajer na… hair pick kore na easily,0
kew kinben na. seller ta scammer . showing something and delivering low quality different product.,0
Delivery dite khubi late korce.Kintu product vloi chilo..Kintu one time er jonno.. Ar quality o ato vlo na..But 39 tk r nail polish ar kmn hbe.. jototuku chilo vlo chilo,0
"tiny mini size . maybe okey according to price . color is actually bottol green and not bluish as it seems in the picture . 
picture beside regular size nailpolish",0
"Motamoti thik ache remove korte iktu time lage 
And its impossible to make a hole in the top",0
got lip liner set and eyeliner in most reasonable price.tyey gave different colors and average quality.,0
2 ta order korse disen 1 ta. manush k thokai apnara onk labh korben ... aita Jodi vebe thaken ..manush k aaro thokan .. upore Allah achen ... Allah k voy koren.. ajk Amar Sathe ja korsen onner Sathe ta korar aage 10 bar vabben ..(b.tpar),0
somossa ke apnader.ami order korce 2ta amak pathano hoica akta abar tk neta 2tar tk e necan. tara tare amar arekta produced pathan,0
Product Er Man Vlo na...Colour Gula nosto..But Brush Doita Thke But DEWA Hoieche Akti....Ar Makeup Kit Er Boxta Thik Vabe Lagena....Daraz Ke Bolci Customer Ke Kit Er Shb Kicui Diben Kom Dibenna Tatei Mongol....Ar Ei Product Tir Box Lagano Jaina Oitah Dkhben Asha kori.....,0
packaging bhalo na..... aita shade ta kharap hoye gese,0
2 ta order korse disen 1 ta manush k thokai apnara onk labh korben ... aita Jodi vebe thaken ..manush k aaro thokan .. upore Allah achen ... Allah k voy koren.. ajk Amar Sathe ja korsen onner Sathe ta korar aage 10 bar vabben ..(b.tpar),0
picer tulonai coto,0
ki chaisi ki disen,0
ekdom valo na,0
pocha product disen,0
"expiry date over hoye gese, eta keno disen",0
"ami to eta chai nai, wrong product.",0
"mascara ta valo na, jome gese",0
"1 set brush er jayga y 3ta disen keno, cheater,,,,",0
ata Ami return krte chai akta order korchi ar onno akta diyeche plz ai product t return krte chai,0
"product thik ache. tobe packaging ta better kora dorkar. darazer kono box chilona,nd no bubble wrapped",0
mask ta besi Soto,0
vitore r cloth valo na,0
"This mask quality is very poor instead of your wall picture viewing quality.

its not good policy.",0
man onek kharap 500tk nosto,0
2 tar price 30 tk. amake 1 ta keno dilen ?!aita kemon vhul ??ami return oo korte parbo na warehouse amar basha theke onek dure. jete aste 100tk loss hobe amar.,0
"just packet diye gasen, vitore to product e naii... kmn vondami business aita.... Faltu Lok",0
packaging valona..sob khule gechilo....r delivery boy.er achoron valona......delivery boy k.valo vabe kotha bolte bolben nex time a..,0
Golapi kore na sudhu mora skin tole,0
product ta asole koto tq karjokor ta kisu din use na kora porjonto to bujha jabe na . but product ta original ki na ata niye sondho ase . kron product er paking vlo na .,0
ami order korce ki dicen ta ki amake,0
motamoti,0
kono kaj ER na..,0
It's OK,0
maybe nice product but delivery is too late the product packaging is not very satisfactory,0
not working!,0
"Vabcilm shade 03 ta matte hobe. akdom fully matte o nah.hat a ghosa dile lipstick er colour kicuta ute jay. jai hok, tobe colour ta valoi cilo. onk tatatary delivery paici, delivery men er behave o onk valo cilo.",0
"Dekhaise Morphe dise arekta, khub e baje lipstick, colour sob gulo dekhte ak rokom tar moddhe 2ta lipstick bitore purai fafa kicchu na kew kinben na, Faltu seller",0
ami order korsi morphs Amk Aita ki dilo. r Ai lipstick tar quality o Khubi baje. jdi change Kore dite paren den Noito ami ferot pathabo amr morphe lagbe Aita na,0
good product but packaging bhalo na. aita shade ta kharap hoye gese,0
Got my product. Lipstick ta khubi valo but colour ta ekdom ee match kore na pic er shathe. pic ee bola hoyese meroon. But amake dewa hoyese Red colour. ekdom ee meroon na colour ta. ektu disappointed packaging oo valo chilo + seller er behaviour oo valo chilo. overall shob kichu thik ase colour ta bade,0
Aita ki holo chailam ki r pailam ki chaicilam merun color eigula ki dilen,0
jmn dekhiyecen tmn colour na !!taw thik cilo but akta akdom onno colour dicen!! duita thik ace !! 3 ta order diyecilm !! aita ki change kore dewa jabe??,0
Jmn color dekhe nilam tmn color noy. shudhu lal colortai thik ache.,0
beshi vlo na,0
jai colour ta caisi Saita paini aita ASHA kori ni daraz,0
lipstick tha balo pic re je rokom dekte thik sei rokom but lipstick er price tha bese . customer der khota matay reke r ektu low price hole balo hoto,0
Size ta choto r koyta colour almost same .,0
pura baje products. ato paltu product bola bahire. pura 2 number .kew niben nh .kono clr hoi nh.clr ta aktu o tkhe nh.packet a aktu kore tkhe j. delivary charge cilo 35 tk niche 55 tk daraz paltu,0
lipstick 2 ta valo but settings ta valo na red ter cap tik moto lage na nara lagle cap pore jasse ter mane carry kora jabe na r packaging ta valo na hoai vitore Vege gese.aroktu carefully delivery korben plz. fully satisfied hote parini,0
"Colours are different from each other, the smell is really nice but the formula of the lipsticks is not that good and it is really light too. It isn ot smudge proof or water proof either.",0
Aitah sudu dektay e sndr use korar motoh nah couk ay dilay bosey na akdom faltu tk ta nosto onk khosto paise,0
packaging ta khub vhalo chilo ...... r delivery boy k tnx. product ghulo khub akta vlo nah ... and sob Gulo color 2 ta kore jamon ta hobe vhabechilam tamon ta Hoi naii .r aita vlo kore cokhe Bose oo nah,0
"product is good.but not as much i expect . eyeshadow akta broke chilo aktu,but price hisabe thik ase.",0
"Ato khrap daraz thika asha korinai 
Akdon baja obosta hoi gasa Product er reasion. chilo pacaging",0
"delivery man r bebohar vlo na.
nije to nirdistho tikanai diye jai e ni
abar bolcho giye na anle na nitam",0
mackup valoi chilo kintu akta calar Bangla chilo,0
3 ta color shade kharap vabe vanga. Dekhe onek mon kharap holo,0
onek boro vebe cilam tobe aktu beshii choto. photo te ta bujha jaina,0
product ta vlo silo .bt aktu vanga silo.sob milaiye motamoti cole,0
"amr eyeshadaw 2 te banga porse 
ato veshi valo na karap Oo na motamoti.
nile nite paren",0
price hishebe product tik ache but packaging tik chilo na venge 2ta 2part hoi ache. mone hocce venge jaowa product gula sell korar jonne price kom rakhteche,0
Product Er Man Vlo. Colour Gula Borabor Ei Ache. But Brush Doita Thke But DEWA Hoieche Akti. Ar Makeup Kit Er Boxta Thik Vabe Lagena. Daraz Ke Bolci Customer Ke Kit Er Shb Kicui Diben Kom Dibenna Tatei Mongol. Ar Ei Product Tir Box Lagano Jaina Oitah Dkhben Ashakori.,0
bissash uthe gelo,0
Akta Bluetooth on hocche nah charge dileo hoy nah,0
ekta nosto chilo,0
Sudu charger diya pathaiya dise,0
Battery capacity 2000mah thakar kotha ekhan matro 100 mah,0
ei ponno tah nosto ferot dite chai,0
headphone ekta baje aekta baje nah,0
ek star dilam,0
Khub e baje chobi te Dekhte Premium but ashole akdom fokinni 2 din use korar por e ak kan noshto sound joghonno ar to kisu bolar nai buijha niben,0
vhai box er ai obostha kn tk diye jinis kine ai rokom paile kemne hoibo vhai asa kori seller bhai riply diben,0
ekebare baje ponno,0
gaming er jnno ekdom valo nah,0
sound ekdom e valo nah,0
"sound valo na, chin chin sobdo hoy",0
bhai ei ponno tah oi rokom valo nah,0
khub baje maaner ponno,0
bhul ponno diyeche,0
shobder maan otota valo nah,0
joghonno ponnno,0
ekodom baje ekta ponno,0
ponner rong fekashe,0
microphone kaaj kore nah,0
button er sensitivity joghonno,0
packet chera,0
tader kach theke shobcheye boro bhul chilo,0
shobder gunmaan jotota baje tar chaite baje build er maan,0
"Earphone Nai pkt er vitore, just Earbuds.",0
eti ekti sasta maner panya ebong ami jani na ken ami at peshi.,0
"ami earphone poriborte, ami ekti sasta uiisii earphone peshi.",0
konodin daraz theke order korbo nah,0
khub i kharap ponno,0
nokol ponno bikri kora bondho korun,0
ki order korechi ar ki peyechi ami puropuri hotash,0
Sob tik clo but ak dik dia basi r ak dik dia kom sona jai,0
ei daam e aro valo earphone paoya zay,0
"ki bolbo dukjer kotha, baton gulo auto kaj kore.",0
Khub e baje\,0
mic thikmoto kaaj kore nah,0
khub e kharap kormokhomota,0
plz eita kena theke biroto thakun,0
64-5 din er mathay e volume button gulay otirikto problem. auto press hoy emon,0
mmicrophone kaaj kore nah,0
1 mashe earphones er Switch box noshto hoye gese,0
amr ponno vanga chilo,0
moteo ashol ponno noy,0
vaotabaaji,0
problem paichi ami. bad Noise ashe,0
packet chera,0
joghonno packaging,0
ahamori kichu nah,0
akare choto ebong bhul rong,0
ata asa kore ne dakhailo ki r delo ki ato soto vabte pare ni,0
onek boro eto boro jinis dia ki korbo bustesi na,0
taka onujayi khub baje ponno,0
eita shudhu butter cutter shak shobji kata zay nah,0
ekebarei picchi,0
khub e baje. khub choto. keo nite chaile nij daitte bujhe sune niben.,0
vebe chilam product gulo boro hobe but eigula khelnar moro.,0
ponner size onek choto,0
vanga ponno disen,0
kharap maner plastic box purai hotash,0
bhai ato choto ken ami monoy korsi boro hobay but dekhi ato choto. very disappointed,0
order disi golapi kintu dise blue ar onek choto size,0
ata asa kore ne dakhailo ki r delo ki ato soto vabte pare ni,0
onek boro eto boro jinis dia ki korbo bustesi na,0
nimnomaaner,0
khelna diye protarona kora hocche,0
ekdom kinnen nah,0
chobir sathe kono mil nai,0
temon kono kajer e nah,0
khub e baje. khub choto. keo nite chaile nij daitte bujhe sune niben.,0
vebe chilam product gulo boro hobe but eigula khelnar moro.,0
uporer dikta aktu vanga chilo check kore dite paren na.,0
eti khub valovabe slice kore nah,0
build quality shontoshjonok noy,0
choto,0
nicher plastic ta fata pelam kaj chalano jabe.but disappointed.seller er dosh kina janina.courier er dosh o hote pare,0
shades gulo niye ektu hotash,0
chobir sathe kichu parthokko ache,0
nosto ponno,0
ponno shusshadu noy,0
ponno ti ektu nosto chilo kharap packaging er karone,0
delivery charge beshi,0
khubi shosta gift,0
service ekdom e valo nah,0
temon shugondhi noy,0
jinish ta onk bhangure onk kape,0
product ta ato ta bhalo na onk jaigai scratch ase. r phone laganor por mone hosse selfie stick banga jabe.,0
eitah kono kaaj e kore nah,0
aonara vanga ponnoi diye jaben amdr,0
ottonto baje ponno,0
ekdom baje faltu ekti jinish,0
shothik ponno holeo kaaj kore nah,0
khub e dukkhojonok,0
vanga ebong nosto,0
ashole ponno ti etota baje hobe vabte pari ni,0
ekta baje ponno daam o beshi,0
Khub kharap packaging taka tai nosto,0
ordheker beshi to pore i gese,0
daraz k jotobar bisshash korechi totobar thokechi,0
packaging ta damaged chilo intact chilo na,0
display price chilo 110 tk kintu bottle er gaye 60 tk lekha. amk extra pay korte hoyeche,0
puran ponno 2 bosor age expired,0
amr hair serum pore gese bottle e kichu nai purai disappointing somoy tk nosto,0
eta nokol chul e kichu kore na,0
asol livon na,0
otirikto fragrance use kora hoise etay,0
onno ponno dise amr pochondo hoy nai,0
dakhalan ki R dilam ki Vai arokom Kano koren bag tar Lal fita kothay chain ta khule na even zipar ta o nai,0
taka onujayi bag ta choto,0
khubi baje selai fata,0
bag chira dise,0
bag er size choto,0
ekdom baje ekta bag kapor ta khub e baje bag er vitor er kapor o cira cilo ei gula thik na Emon hole ami products Daraa theke nibo ki vabe,0
Faltu Faltu Faltu order korsi 1ta disa r 1ta,0
chaisi ekta dise arekta baje,0
ponner man onek kharap,0
baccha r bag agei bola uchit chilo,0
chain ta nosto,0
order korlam ki ar dilen ki,0
vul color dise,0
khub i baje ponno,0
khub i baje maner ponno dekhasie ekta dise arekta,0
third class ponno,0
5 mash age expire hoye gese,0
details e made in india likha thaka sotteo jinish deya hoyeche bangladeshi dhokabaj,0
product lika asa 60 tk nisa 88 tk gd delivery chg sho aro bsi kaw nibn na fltu tk bsi nisa,0
2018 saler ponno expired tai puropuri sontusto hote parlam na,0
expire date besi din nai faltu,0
notun pack er livon er quality ekdom baje hoye giyeche sathe livon er eto bochor er j gondho chilo setao change koreche ja ottonto baje,0
ekhane seller almost expiry date er close time erta diyeche.disappointing,0
product er ke review debo sob to packet a pore celo return kore deace,0
Shob thik ache smell o valo asol ponno 2/3 fotar jaigai ektu beshi porimane nite hoy sob milaye valo bottle ta onk choto r jodi bangladesh e toyri hoi tahole price ro kom rakha uchit,0
order hat e peyechi box er obostha khub i kharap packet er vetor e tel pora chilo khub i ashahoto holam,0
dam er tulonay choto,0
product ta bhalo but pic a jemon dekhiyeche tar chaite ektu beshi e choto!,0
2 bochor ager ponno diyeche jodio meyad aro 9 mas ache tobu eto ager ponno asha chilo na,0
mone hoy jno tel disi chule quality valo na,0
"date onek ager, eta ekbare waste mone holo",0
onek beshi choto size dekhe disappointed,0
tmn ekta valo hair serum na...er ager joto serum chilo valo kaj korto..bt ei aloe Vera diye maybe valo kaj kore na,0
expiry date kom Asa,0
Jotota vlo vabcilm otto ta valo na,0
20 minit por chul dry hoye gese abar,0
aro kome pawa jeto 😥,0
expiry ponno dise,0
2 ghonta chul e lagiye rakhar poreo samanno rong hoyni eta sotti i mehedi pata kina sondeho hocche amar,0
chaisi mehedi pata pathaise multani mati,0
vebechilam prakritik pata r gura kintu na artificial rong dewa ja onek kharap,0
mehedi ta asole valo na,0
ekdin ei color chole gese quality valo na,0
nokol ponno,0
rong onek halka ekdin pore uthe gese eta asha kori nai,0
gondho ta kemon jeno mehedi r kono ghran nei,0
product kom mone holo,0
powder mihi na mathay dile sob pore jay panir sathe mishe na,0
ei tay kono mehedi nai eta ami nischit eto faltu,0
kalojira tel porikkha korechi shotovag bisuddho mone hoy ni,0
colour hoyna ekdom mone hocche mehedir jaygay onno kichu disen,0
Eta amk daoa hoy nai,0
service valo kintu product valo ashe ni side effect hoyeche onek chul poreche,0
mehedi powder eto smooth chilo na jotota seller bolechilo ar packaging o valo chilo na,0
"valo na, chayer lika er moto gondho. mehedi patha r na",0
"asol ponno na
rong mixed kora.jar jonnoi color hoy
ami rong er choto choto dana pelam
valo moto chheke dekhlei pawa jabe",0
Ki dicen vai aigula? Mehedi pata tho na.manus I tokai lab ki,0
eta ki rokomer osovvota eta mehedi pata na,0
